fpar,nirv,nirvp,lue,lai,glass_lai,apar,norm_nirv_glass,norm_nirv_modis,type,name,Lat,Lon,new_type
0.156875,0.052939201570889896,19.116127733003502,0.0346561504725396,0.3,0.49375,61.97258856770835,0.11823876845884958,0.16955665253704766,OSH,US-Rws,43.1675,-116.7132,OSH
0.81375,0.245721470088533,28.275967987561003,0.0491267062968668,3.175000125,2.7125000000000004,94.01188046874626,0.09276170995832353,0.07780693232683523,GRA,DE-Gri,50.95,13.5126,GRA
0.68,0.1291043045152015,26.12616523527375,0.0331871111323768,2.1000001,2.1812500000000004,139.2758389583335,0.05995371633264723,0.06339274618196183,ENF,CA-SF1,54.485,-105.8176,ENF
0.83625,0.183077926421405,38.7253975752467,0.0392724843839283,3.54999995,3.5125,148.420012963673,0.05641514308426063,0.05007877515628939,GRA,CZ-BK2,49.4944,18.5429,GRA
0.375,0.1512620522086065,47.7478194892756,0.039768642072683,1.0,1.3,139.046120520765,0.12573603389109578,0.15574929335361598,GRA,CN-HaM,37.37,101.18,GRA
0.895,0.36345944260345553,89.3758390823534,0.0428037616867596,4.91666675,5.6,207.34754820749998,0.06608714262050933,0.07421104758480954,DBF,FR-Hes,48.6741,7.06465,DBF
0.31,0.0913364028776978,40.8057465801505,0.0191262651294389,0.6,0.6125,136.729522083215,0.14481358935666527,0.1545736799040541,WSA,US-SRM,31.8214,-110.8661,WSA
0.479,0.0766140779522979,16.5149270231514,0.0205543113242638,0.9500000125,0.875,105.683221163333,0.08353209514499832,0.07718130841121501,ENF,CA-LP1,55.1119,-122.8414,ENF
0.6875,0.164390287045138,16.62319708429865,0.053419341275887655,1.858333383333335,2.75,71.82791666661399,0.05883151555301597,0.07800324165167254,MF,BE-Vie,50.3049,5.9981,MF
0.705714285714286,0.397427640156454,129.94154185445,0.0447051536049938,3.40000016,5.7125,234.853000714286,0.07156412053501728,0.1174869198789558,DBF,US-WCr,45.8059,-90.0799,DBF
0.130625,0.04704305977684235,25.75826798147365,0.0186704666600898,0.2,0.2,71.1624791042848,0.21664595485810623,0.21942737167166326,OSH,US-Jo1,32.582,-106.635,OSH
0.69,0.247768006251528,64.00706823819681,0.0343560036970142,2.70000005,2.8375000000000004,186.358697916551,0.09026261418820349,0.09366623348273825,GRA,US-Goo,34.2547,-89.8735,GRA
0.6329761904761906,0.218509601688951,51.65599663536605,0.03484289084089235,2.17857151339286,4.21875,140.4707438019785,0.052208515362307195,0.09714919379525376,MF,BE-Bra,51.3076,4.5198,MF
0.70125,0.266176154236428,60.6432253204453,0.0319529669191761,2.500000075,2.75,167.5751466825,0.09394360812425345,0.10302714703185652,WET,CN-Ha2,37.6086,101.3269,WET
0.63,0.266051415204678,183.018704539208,0.0342541122841431,1.6,2.9125,436.305059166445,0.09263401005773897,0.15972148056547059,CRO,US-Twt,38.1087,-121.6531,CRO
0.549375,0.2182249981747055,43.418395999530304,0.06222889793103725,1.1312500437500002,1.5375,108.2470136625,0.12679377636805986,0.16478392626238658,CRO,DE-Seh,50.8706,6.4497,CRO
0.6747222222222224,0.3152798032692945,49.0489324035682,0.0591309776651542,2.137500075,3.6,109.8475193518525,0.08978061273279814,0.1303969491990988,GRA,CH-Fru,47.1158,8.5378,GRA
0.25,0.09998301402153406,10.32188482767064,0.0482600350861028,0.3,0.4,27.72139130301725,0.24619390864049062,0.2393810313365985,WET,SJ-Adv,78.186,15.923,WET
0.3975,0.0966840295538505,40.7686073211802,0.0151620076914473,0.775,0.7,166.638195,0.13590175786085656,0.14072309875615666,GRA,AU-Emr,-23.8587,148.4746,GRA
0.525,0.189097121046892,80.3400790355108,0.043430629334354,1.4,1.975,213.797897245777,0.09890177464986316,0.13423439118561073,DBF,IT-CA3,42.38,12.0222,DBF
0.67625,0.2500509150406445,104.7196829070185,0.0382593456386687,2.300000025,3.3,258.092333854295,0.08051885485700203,0.10532894541480986,DBF,IT-Ro2,42.3903,11.9209,DBF
0.63375,0.1952165889317405,30.403058260648102,0.07153355326077435,1.866964335714285,4.6,92.37989775078125,0.04552885098820949,0.10768156015689541,ENF,CA-Ca1,49.8673,-125.3336,ENF
0.6637500000000001,0.20165822556122298,49.68649904758375,0.0225797820171989,1.6,1.34375,162.03760847812498,0.14642616890023796,0.12643797362137235,OSH,US-ICt,68.6063,-149.3041,OSH
0.876875,0.29231604900462205,87.6252400042001,0.02527861672224315,4.63749995625,4.5,245.807381953024,0.06722065346536199,0.061483215971906646,WET,US-Los,46.0827,-89.9792,WET
0.77,0.221841675356274,40.3604187080286,0.0443241422863816,2.75454559090909,4.525,137.36390625,0.05040916136495077,0.07347783269156541,ENF,US-Ho2,45.2091,-68.747,ENF
0.13,0.05015355991927415,27.7037130865845,0.02261148000585635,0.225,0.3,74.04656936675394,0.20673996541790324,0.2116623954643625,GRA,US-Seg,34.3623,-106.702,GRA
0.7975000000000001,0.1539137860745475,14.9773404715873,0.03781837815228335,2.9750000375,3.34375,90.01488155625,0.04390722332139528,0.049734462759405886,tropical_EBF,CN-Din,23.1733,112.5361,tropical_EBF
0.77,0.3084325641560115,89.21045695701176,0.046618681191986144,3.2500000625,5.4875,229.5508158854165,0.057020340935385355,0.0936759391125038,DBF,DE-HoH,52.08656,11.22235,DBF
0.665,0.251840877712032,73.8181651408477,0.0511129346416434,2.00833339166667,1.8,190.04093203125,0.13807115175266696,0.12093336409709898,CRO,FR-Lam,43.496437,1.237878,CRO
0.27,0.06391442559796075,19.2721524713943,0.02490671605156675,0.375,0.5,79.6723162492633,0.1153033729252323,0.16765326849979584,WSA,US-Mpj,34.4385,-106.2377,WSA
0.6575,0.302206275979738,77.21945730682961,0.05329256855331515,2.0562500000000004,2.93125,170.697672916565,0.09559648073012944,0.1369322201903847,CRO,DE-Geb,51.0997,10.9146,CRO
0.3675,0.108673499538319,15.6308885599755,0.042541922385469,0.7,1.325,53.85323828125,0.08509828067744331,0.14681938430511896,OSH,CA-NS7,56.6358,-99.9483,OSH
0.8374999999999999,0.2272353127257335,88.90927792400025,0.0188688719029219,3.7875000875,4.60625,255.1260635416665,0.05241908121967055,0.06624816995983107,DBF,US-xML,37.3783,-80.5248,DBF
0.648,0.36635621402686,57.3828260848362,0.0513841379893808,1.925000075,3.4,111.594533874798,0.11004599842527435,0.18565410604964971,GRA,DE-RuR,50.6219,6.3041,GRA
0.66,0.142127458120903,38.1911053502162,0.0175173282460427,1.750000025,1.925,177.787167058854,0.0773428252851874,0.08169672432830324,CSH,BE-Maa,50.97987,5.631851,CSH
0.81,0.21126657213754,40.7087062881027,0.0394616026122743,3.4000001,3.7625,134.58817719,0.05852959483264827,0.07065785361805486,MF,CN-Cha,42.4025,128.0958,MF
0.595,0.34258837485172,46.2309445389127,0.0581724266534198,2.4500000625,3.8,94.6752665625,0.09003832694550902,0.11395264345870812,DBF,JP-MBF,44.3869,142.3186,DBF
0.89125,0.3504430715283505,69.6043437413433,0.04013264885065815,5.183333566666665,5.45,159.4449903645835,0.06780607082156334,0.06641810582293692,DBF,US-xHA,42.5369,-72.1727,DBF
0.665,0.1296420300227345,30.38852371745735,0.0159706111840643,1.6875,1.09375,165.408466216328,0.1270749155316352,0.07684098336213041,OSH,US-Fcr,65.3968,-148.9348,OSH
0.6287499999999999,0.1179924602233195,23.42329355501745,0.02946357995598215,1.7,2.8375000000000004,121.6060141927085,0.04351667136784911,0.06832675600758649,ENF,CA-Qfo,49.6925,-74.3421,ENF
0.408125,0.12123101908242,21.9112314339364,0.0427999262108266,1.1,1.475,80.12656,0.08565595084375999,0.11724639938802825,ENF,CA-NS3,55.9117,-98.3822,ENF
0.658125,0.2150735994388125,37.7571537314648,0.0612751245120485,1.6687500000000002,2.1,115.2573430125,0.10201018473508058,0.1306780399521477,CRO,CH-Oe2,47.2864,7.7337,CRO
0.54625,0.0958524911362025,16.91816088574505,0.0312186565290384,1.26875001875,1.8624999999999998,97.3336213768116,0.05419371247200117,0.08537969528465342,ENF,CA-NS1,55.8792,-98.4839,ENF
0.295,0.0811463271302645,33.4417814361576,0.0182356408615978,0.65,0.7875,117.348023565,0.12147226055754907,0.1379958689960559,GRA,CN-Dan,30.4978,91.0664,GRA
0.503333333333333,0.132649933949802,26.7573327709588,0.0309890798146254,1.15000005,1.525,96.5504642625,0.08783766312965001,0.11448270629075567,mid_EBF,AU-Cum,-33.6152,150.7236,mid_EBF
0.5635416666666665,0.23803258940983202,73.3099096565969,0.0463099379516731,1.275000075,2.36875,173.11177734375002,0.1009946651777974,0.19157238413086108,CRO,FR-Aur,43.54965,1.106103,CRO
0.6012500000000001,0.1865704406344815,52.18858797565545,0.02570313405105305,1.6125000250000001,1.725,152.867137890625,0.09488158426345222,0.12674206495978063,GRA,US-xDC,47.1617,-99.1066,GRA
0.57,0.1579177913550865,28.498750193503,0.02852701343301045,1.4375,1.6062500000000002,106.27939045125001,0.10090962999399736,0.11398215238959408,WET,CA-ARF,52.7008,-83.955,WET
0.5525,0.197741195134849,58.5891796802175,0.0434405133964646,1.525000025,2.25,166.435458333333,0.07620242006988985,0.11973577603538418,WET,US-StJ,39.0882,-75.4372,WET
0.715,0.192204785427601,35.8515984298801,0.0363366890301408,2.2,2.725,131.484689375,0.05730273826245887,0.08828606222715574,ENF,CA-Ca2,49.8705,-125.2909,ENF
0.7075,0.312887789473684,199.889375857228,0.045310368308448,2.075000075,3.35,428.787875904167,0.08999151856371351,0.15121000423817435,CRO,US-Bi2,38.1091,-121.5351,CRO
0.71,0.265800823937617,157.40603226869752,0.03793139741580895,2.6062500374999997,2.3875,419.229115591624,0.10844457232372395,0.11079023615363309,CRO,US-CF1,46.7815,-117.0821,CRO
0.6924999999999999,0.2109904561831675,42.18010760376815,0.03238906473668805,1.8375000375,2.3812499999999996,138.75686206875002,0.08635432344988861,0.11611890941260267,GRA,AU-Rig,-36.6499,145.5759,GRA
0.89,0.295497881828317,69.124887736698,0.0433205889344584,4.7000003,5.2625,217.99017,0.05645483150902298,0.058609529817749625,DBF,CZ-Lnz,48.68155,16.946331,DBF
0.8,0.242168992718447,40.9355615595117,0.0296443523932994,3.85,4.55,136.42341333351,0.05536501747100816,0.06604856211684783,MF,US-PFa,45.9459,-90.2723,MF
0.68875,0.318124059769321,124.531372472773,0.055627991836614044,1.925,3.3125,262.5357411394625,0.09931775224310366,0.1584132588552649,CRO,US-Ro1,44.7143,-93.0898,CRO
0.44,0.110505419465425,26.767456280565,0.0269003761417363,0.95,1.1,110.2048076822915,0.10181233349202232,0.11204671779188513,WSA,US-Ton,38.4309,-120.966,WSA
0.495,0.134994002525253,25.1914553758659,0.0346115660857032,0.875,1.1,75.66052458354,0.12477081899518222,0.15887778480212453,GRA,DK-Eng,55.6905,12.1918,GRA
0.9046875000000001,0.365359426765108,116.383256900039,0.02782426901373855,5.675000059375,5.75,304.59865625,0.06417576223601076,0.06576536991395265,DBF,US-xSC,38.8929,-78.1395,DBF
0.41625,0.160343417366947,26.3905433594203,0.0711145651366024,0.75,1.6,64.1870341088542,0.10668726506996236,0.19435565741448121,GRA,US-BRG,39.2167,-86.5406,GRA
