fpar,nirv,nirvp,lue,lai,glass_lai,apar,norm_nirv_glass,norm_nirv_modis,type,name,Lat,Lon,new_type
0.7725,0.235859175662414,55.0357731476938,0.0357097852078085,3.0,4.675,169.947549479167,0.06411454853176017,0.07861972358289376,DBF,US-xSE,38.8901,-76.56,DBF
0.565,0.153770910209102,24.4506817911108,0.0332410898153612,1.4,1.55,87.7035256895833,0.09482854052441166,0.11217782567307316,GRA,US-Var,38.4133,-120.9508,GRA
0.31,0.0798498855629881,35.542166947335545,0.0208261214202626,0.8,1.6,139.20467708330352,0.05044187150879209,0.10212914674465837,OSH,ES-LgS,37.0979,-2.9658,OSH
0.6270833333333334,0.1685953416712915,34.13545150046725,0.030898279488583348,1.2,0.9125000000000001,118.47965747448049,0.17555645516908705,0.15122917021069082,OSH,RU-Cok,70.8291,147.4943,OSH
0.89,0.2711596013613845,54.590970356898055,0.040591484810058545,4.7000001125,4.59375,178.0374098957965,0.05941972872165424,0.05665533740856621,DBF,CA-Oas,53.6289,-106.1978,DBF
0.446666666666667,0.106084876905041,12.0019663893653,0.0535050724298166,0.866666666666667,1.3,48.6658645833333,0.07800267714061271,0.12631626521853373,ENF,FI-Ken,67.98721,24.24301,ENF
0.41374999999999995,0.102223096399302,44.521206708601355,0.02624311270653375,0.95,1.0625,183.230024146875,0.096967461280804,0.10466492415678387,SAV,AU-DaS,-14.1593,131.3881,SAV
0.859375,0.295195971800434,48.552210423469106,0.04327820586922105,4.3000002,4.6875,133.0529687498585,0.06468911583083353,0.07787382776567305,MF,CH-Lae,47.4783,8.3644,MF
0.2675,0.0589758031720212,23.3915387687259,0.0553500938067018,0.325,0.5,97.81363854,0.1140953221535746,0.18559101868595534,MF,AR-SLu,-33.4648,-66.4598,MF
0.891875,0.2717321704507545,104.7507879498395,0.0308850963170933,6.0250000375,5.3875,349.657511979315,0.050960846139449095,0.046025041212916326,tropical_EBF,GF-Guy,5.2788,-52.9249,tropical_EBF
0.8525,0.365245017793594,117.634125438965,0.0349132481952557,4.500000125,5.6,242.48864880932,0.06834853036067905,0.08688732587934855,DBF,IT-Col,41.8494,13.5881,DBF
0.45625,0.163878568019093,45.9382764407066,0.0512114011127568,0.8,1.275,123.219176644218,0.13545589382385465,0.19649393462056886,CRO,US-Ro6,44.6946,-93.0578,CRO
0.73,0.232267937411095,44.3418477846559,0.0241846023075921,2.025000025,2.25,145.312875,0.10126315789473693,0.1091833022042674,OSH,US-xHE,63.8757,-149.2133,OSH
0.541875,0.148014918414918,77.864037240566,0.0124170145764607,1.500000025,1.725,270.38586429,0.09039078987170567,0.09697684817170124,WET,AU-Fog,-12.5452,131.3072,WET
0.81,0.16068339299843998,18.84284020565725,0.03948902455236835,2.550000025,3.34375,98.6723689061325,0.048725287609787823,0.06332717604955651,mid_EBF,IT-Cpz,41.7052,12.3761,mid_EBF
0.89,0.270773232406911,39.3108393078493,0.05678753792095965,5.925000075,2.6375,133.018350795535,0.10064599332921892,0.04776435482166713,GRA,CH-Cha,47.2102,8.4104,GRA
0.68,0.26726805,73.4022887001234,0.0313706411657901,1.9,2.35,193.66005941686,0.11828933990301875,0.130374015916025,GRA,IT-Tor,45.8444,7.5781,GRA
0.755,0.30997842622134797,113.50595724101399,0.03609945464837185,3.0,3.3,294.518476426883,0.090965585374635,0.09694236121113332,GRA,US-Ro4,44.6781,-93.0723,GRA
0.61,0.1978422417315705,37.3622213849822,0.033771942027715954,1.5812499999999998,2.275,110.818695030535,0.09486855508507522,0.11926323467815092,GRA,US-KFS,39.0561,-95.1907,GRA
0.88,0.284932506739476,84.7588646367829,0.0464985645422201,4.687500050000001,5.481249999999999,271.085049969792,0.053659603919771974,0.05942067223915759,DBF,CA-Cbo,44.3167,-79.9333,DBF
0.365625,0.1076101256130855,37.33022465977575,0.0164004568843991,0.5375000000000001,0.56875,126.9930182926595,0.18922392083608378,0.20030527592377623,WET,GL-ZaF,74.4814,-20.5545,WET
0.7075,0.134759453125,16.5869717355871,0.0410002625321065,1.7,2.2,87.1258083333333,0.06091854753161964,0.07855966887589017,ENF,FR-FBn,43.24079,5.67865,ENF
0.43,0.128518442401298,49.457356998746,0.0248017528155025,1.0,1.3,144.6608625,0.10675327444410598,0.12799085486302839,GRA,US-xAE,35.4106,-99.0588,GRA
0.890128205128205,0.275007528687378,106.5995313955,0.0256586434694129,5.51025641282051,5.525,364.2936613047,0.049662759130903476,0.04995479094694921,tropical_EBF,BR-Sa1,-2.8567,-54.9589,tropical_EBF
0.7949999999999999,0.274127177537906,46.638491267542946,0.0190664319857856,3.4937501125,4.6125,133.345442559167,0.057443292435269015,0.07996839274410368,WET,AR-TF1,-54.9733,-66.7335,WET
0.24875,0.05938004940436675,19.67246334194295,0.0095609043888933,0.5,0.7,80.785522918125,0.098886693255841,0.12840543592217174,DBF,MX-Tes,27.8446,-109.2977,DBF
0.455,0.12564792746114,27.475455932128,0.0330121872933466,1.1,1.425,101.37201594568,0.08484293283544457,0.10668788565671834,CSH,IT-Noe,40.6062,8.1517,CSH
0.3075,0.09259493771024155,20.85162142836745,0.03536285826498625,0.5875,0.7,69.07181757809,0.12449571778952817,0.1506928966546911,GRA,CN-Cng,44.5934,123.5092,GRA
0.6475,0.3894823245496485,177.1289979017455,0.041817440674982206,1.875,3.5125,271.95506119125,0.1062350137427666,0.18958825239737837,CRO,US-CS1,44.1031,-89.5379,CRO
0.73,0.190243069505826,33.8544732647116,0.0385346136334219,2.1000001,3.775,116.134945375417,0.05289728087198532,0.08988480209927824,ENF,US-NC1,35.8118,-76.7119,ENF
0.256666666666667,0.07692351432236,16.123607686018,0.0197754935061582,0.35,0.8,56.6111038012046,0.08555729089196289,0.18394370984737754,GRA,GL-ZaH,74.4733,-20.5503,GRA
0.5237499999999999,0.195403025393375,78.55618005211895,0.016871508092175247,1.3250000625,1.09375,205.431630002323,0.19509261418036347,0.14887745565896995,GRA,IT-Niv,45.49091,7.13943,GRA
0.6675,0.296152813629324,140.626635157123,0.0394648409087245,2.10000005,2.5,313.399676852708,0.12696145705401246,0.14802688913778217,CRO,US-Bi1,38.0992,-121.4993,CRO
0.5125,0.19821912743452402,119.41338780711749,0.01862456257725885,1.3875,1.50625,324.9352393229165,0.12728884767407594,0.1430435029297641,CRO,US-xSL,40.4619,-103.0293,CRO
0.7262500000000001,0.218145936259299,32.5169832112137,0.0518729785566586,2.38750005,4.04375,101.8938609377775,0.05527364114576078,0.0878568673452432,WET,DE-Spw,51.8922,14.0337,WET
0.6625,0.221822022718945,44.5781500668803,0.0470456935553479,1.52222222222222,4.7,124.439991666667,0.0495454736842106,0.10467096568956381,ENF,US-Wi4,46.7393,-91.1663,ENF
0.3925,0.1156710957691435,38.6991990131284,0.03286115368688215,0.9,1.3,133.3778468229165,0.09567911566468651,0.13019429982623268,CSH,US-Rms,43.0645,-116.7486,CSH
0.5675,0.16019107201920751,20.6327160401175,0.04381620585883005,1.7500001,2.0687499999999996,102.36656502,0.0761660746317516,0.0785032198850788,ENF,CN-Qia,26.7414,115.0581,ENF
0.38,0.0946672811059908,32.9366553835795,0.0295815864005725,1.0,1.0,133.33053265625,0.0896381288981289,0.0912662620912868,ENF,US-Fmf,35.1426,-111.7273,ENF
0.54,0.2020415572639475,26.904004477021402,0.07928558467124255,1.300000058333335,1.8624999999999998,76.55854468745875,0.10487569596343221,0.14517053261482035,GRA,CH-Oe1,47.2858,7.7319,GRA
0.66,0.125971515768057,25.3743587963787,0.0261610153867917,1.775,2.15,140.257668913044,0.060017368490096,0.07405805345897536,ENF,CA-NS2,55.9058,-98.5247,ENF
0.39375000000000004,0.110926930008381,24.4176332576541,0.027362943271428748,1.025,1.275,89.7222234147925,0.08103557783799034,0.10541679778949725,OSH,CA-SF3,54.0916,-106.0053,OSH
0.813125,0.2478050691672995,50.85963577962545,0.04473762818855425,3.581250097916665,4.25,161.6746299780465,0.060102235721897296,0.07251997886743441,ENF,DE-Msr,47.80918,11.456168,ENF
0.8362499999999999,0.35119099711997903,146.9023039980895,0.02492539443910785,3.875000075,3.54375,370.0020814633595,0.09767623744442,0.09329456657689654,CRO,CA-MA1,50.1645,-97.8762,CRO
0.731847133757962,0.1302878925803955,14.84625857172665,0.03937279191512395,1.6848328244227702,1.75,83.43162664822191,0.07332864143754576,0.07113211366842516,ENF,SE-Svb,64.25611,19.7745,ENF
0.585,0.129147846889952,16.5954528104012,0.0641172354832915,1.3875,2.4,86.308493140922,0.05526028654420354,0.11210572344767318,ENF,IT-Lav,45.9562,11.2813,ENF
0.8401785714285714,0.311702460176836,74.49034280187375,0.043769203164287895,4.1562500687499995,5.15,182.539717519531,0.06336674892855824,0.080293363432107,DBF,FR-Fon,48.4764,2.7801,DBF
0.6675,0.195344908896034,57.3051778252017,0.0166153365981963,1.575,1.3,196.46045755,0.14482515204665075,0.12650830440670588,WET,US-ICs,68.6058,-149.311,WET
0.255,0.0764373075919645,36.9551664007668,0.0214694738266929,0.5,0.575,124.7082160625,0.13357164869029334,0.1480896812533765,GRA,US-Wkg,31.7365,-109.9419,GRA
0.1575,0.0587754827121689,30.6259679493984,0.015135680633272,0.275,0.3,84.25771875,0.20262529164722368,0.21083660698321882,OSH,US-xJR,32.5907,-106.8425,OSH
0.875,0.29325328897903447,72.34966946557029,0.03273164037069965,4.86250010625,5.175,207.006654025698,0.05911887051091816,0.062294162452173604,DBF,US-MOz,38.7441,-92.2,DBF
0.86,0.19400276705212,49.34296232863875,0.02330641927449455,4.6750001999999995,3.9124999999999996,215.42878345246203,0.05228680931962318,0.044062797484251,ENF,US-HB3,33.3482,-79.2322,ENF
0.72,0.173033529642717,28.7537474486222,0.0289486422041096,2.0,2.5,118.25605,0.06172131246479441,0.09509280785562625,ENF,US-Wi9,46.7385,-91.0746,ENF
0.55625,0.1500291040388415,26.399325420433698,0.0380472489743359,1.3000001,0.775,101.12741663908301,0.1579571222196528,0.10873579348284224,ENF,US-BZS,64.6963,-148.3235,ENF
0.59625,0.192036735576722,107.5961146932525,0.02447351204217485,1.8125,1.83125,333.4978442025,0.1021186546829638,0.09199511367698582,WSA,AU-Ade,-13.0769,131.1178,WSA
0.875,0.323271878172589,55.5026442375607,0.0355550146125419,4.750000125,5.2,146.891074791667,0.06572290143812591,0.0715825809312638,DBF,US-Bar,44.0646,-71.2881,DBF
0.68,0.15112937127381149,35.9512240208755,0.0115913714343377,2.1000000625,2.68125,165.3041948625,0.05629514917838907,0.06925483507128112,WET,CA-DBB,49.1293,-122.9849,WET
0.5625,0.141465120334845,19.6919783214398,0.0492661061285673,1.125,1.725,61.9329267675,0.10592996602788891,0.15184777818137732,CRO,US-DFC,43.3448,-89.7117,CRO
0.22125,0.0244361842099486,2.7500996543676353,0.02814369322243945,0.3,0.2375,26.6765168923611,0.10189061309595406,0.08145394736649533,ENF,US-Me1,44.5794,-121.5,ENF
0.52,0.169992829705506,75.1744710490521,0.0248433837130745,1.4,2.075,236.809529166667,0.08467352602465592,0.1089415060141706,ENF,US-xYE,44.9535,-110.5391,ENF
0.31875,0.09282389976593544,40.59253202422295,0.0402076500786452,0.7,0.96875,137.18749942708348,0.10566025521378203,0.1371026104877342,CSH,US-Rwf,43.1207,-116.7231,CSH
0.66,0.2200312969153695,63.2592410520362,0.04616313735124345,2.200000029545455,4.46875,183.0316854166665,0.0551449200981526,0.10045866991754729,DBF,DE-Hzd,50.96381,13.48978,DBF
0.8025,0.2353458985267335,71.05690431068524,0.03018477167076445,3.28750003125,3.6375,229.6309166666665,0.06651314484083079,0.07334018087380151,MF,DE-Har,47.933,7.5981,MF
0.22625,0.05630019225244205,15.454808613361099,0.06349074168256935,0.403125,1.0,52.81866666666665,0.05730743710886403,0.16183966960861879,OSH,GL-Dsk,69.25349,-53.51413,OSH
0.51,0.251773451327434,108.008487081799,0.0256725538622412,1.45,2.4,224.26006875,0.09762601124740808,0.166851728313752,DBF,PA-SPn,9.3181,-79.6346,DBF
0.6114583333333334,0.274073200464499,138.5233236172165,0.0381047273590476,1.6625,1.8,320.92544973711404,0.12387969157435755,0.13819005553787883,CRO,US-CF4,46.7518,-117.1285,CRO
0.5425,0.12813635598174,21.713058415901152,0.047434168341270996,1.4,1.7062499999999998,91.5932708601075,0.07937738440178671,0.09386592729335708,ENF,CH-Dav,46.8153,9.8559,ENF
0.51,0.100916671931254,48.46342266397325,0.0160894159549771,1.25,1.1687500000000002,245.2559238141185,0.08702697346401103,0.08585785982067767,ENF,US-Vcm,35.8884,-106.5321,ENF
0.4325,0.160305678997829,57.63058348894105,0.048598388849748944,0.9,1.25625,153.35489731527798,0.12847300894136385,0.1877660582691879,CRO,US-ARM,36.6058,-97.4888,CRO
0.520625,0.2120279958086305,93.79401829933306,0.0491155363859354,1.1,1.74375,207.14767183125002,0.13327692861624868,0.1972373951765474,DBF,AU-Lox,-34.4704,140.6551,DBF
0.7425,0.153917840375587,20.2812546888223,0.0510337487929807,2.5,4.2,100.36220243625,0.03651984647765268,0.06035545642943573,mid_EBF,AU-Wac,-37.4259,145.1878,mid_EBF
0.5025,0.182083844079431,106.788215799508,0.033111845150594,1.1,1.8125,292.075063298333,0.09536648898886667,0.17032260594494275,WET,US-Tw4,38.1027,-121.6413,WET
0.6925,0.202488552979161,31.8833309409795,0.0231010877141193,1.75,1.75,104.8437825,0.11654017437649553,0.12010046645138166,GRA,US-NGC,64.8618,-163.7002,GRA
0.86,0.3203673575446445,65.05770615857861,0.036558369607628205,4.5999999625,5.3875,172.4053,0.06500129644186567,0.07829799235526418,DBF,US-xBR,44.0639,-71.2873,DBF
0.42,0.106125542916236,22.1102658651784,0.0308711480909978,0.95,1.3,89.511733125,0.0794542720152477,0.11287683664649963,mid_EBF,AU-Whr,-36.6732,145.0294,mid_EBF
0.5225,0.110983753194597,36.5872709484464,0.0278229255436621,1.2,1.15,161.932470381914,0.09792202318229723,0.09071217998448411,ENF,US-Vcp,35.8642,-106.5967,ENF
0.6837500000000001,0.213678403888273,29.862041211174102,0.0327583463296023,1.7187500500000001,2.1812500000000004,104.40039791666649,0.10001939820997638,0.115830034524539,DBF,US-xBL,39.0603,-78.0716,DBF
0.65625,0.1984480698776265,53.2213500613383,0.01749407484023715,1.5291667208333348,1.3375,173.5799771875,0.14347352150409337,0.12935011287312026,OSH,US-ICh,68.6068,-149.2958,OSH
0.555,0.220424943438914,33.4172388887107,0.059999434823606,1.6,2.2,96.8221341875,0.10684170718530502,0.13140284876468258,DBF,IT-Isp,45.8126,8.6336,DBF
0.736875,0.22200039915063002,62.021894959395794,0.03520763700175235,2.700000075,4.225,207.556956182808,0.05441433907469745,0.07861914451611574,ENF,CA-TP4,42.7102,-80.3574,ENF
0.1375,0.05951344873502,38.5063941704215,0.0128915361728084,0.25,0.2,91.56935905875,0.294972182849043,0.2358897136797456,GRA,US-Cop,38.09,-109.39,GRA
0.335,0.0979983522142121,41.369385820289,0.0241246050910344,0.675,0.7,141.9778880425,0.13300351126366045,0.14924195495574757,WSA,US-SRS,31.8173,-110.8508,WSA
0.6434375,0.2311161422841275,23.3640871124446,0.0674797634971156,1.5,2.1375,68.3420501475,0.1026950582277282,0.15660459481687639,GRA,BE-Dor,50.311874,4.968113,GRA
0.8875,0.310916808510638,70.2520156302804,0.0366953169213356,4.8000002,5.625,171.4147490625,0.05884471042415636,0.06130731633525659,DBF,US-Wi3,46.6347,-91.0987,DBF
0.7395895522388061,0.1339782967470835,18.00375030087165,0.0442910851925273,1.800000075,2.325,102.7037105097655,0.05860571570303018,0.07305340327435669,ENF,SE-Nor,60.0864,17.4794,ENF
0.29,0.0930663822281993,22.81384776387705,0.03393530893772995,0.6,0.61875,77.133643359375,0.1379689430598105,0.15594623532502228,GRA,US-AR1,36.4267,-99.42,GRA
0.05,0.0288587412587413,16.1966101040543,0.106046959017352,0.1,0.325,33.2181168083333,0.07779743103811333,0.243857791225416,WET,US-EDN,37.6156,-122.114,WET
0.69,0.144945296671491,12.6493644222591,0.035341981917391,1.75,1.825,63.540604999977,0.07736874568843052,0.0848659282338092,mid_EBF,FR-Pue,43.7413,3.5957,mid_EBF
0.605,0.254323655932006,66.40987663424019,0.0786461612280556,1.563333333333335,1.4,164.37437499998998,0.15618276714057666,0.15408122153727793,CRO,BE-Lon,50.5516,4.7462,CRO
0.8775,0.33811786259542,73.9258113409057,0.0418348637333252,4.75000025,5.3625,185.226708333333,0.06541229212353793,0.06849236646947188,DBF,US-Ha1,42.5378,-72.1715,DBF
0.6825,0.1711398886269,31.61031518634205,0.04783001122926055,1.9526786178571451,3.6312499999999996,128.879437499765,0.047891969523847375,0.07967137422769427,ENF,FI-Let,60.6418,23.9595,ENF
0.74,0.298099664425989,127.56472567427451,0.0273614110330178,2.8750001000000003,3.35,329.865182880435,0.08618700991390604,0.10142841841523595,GRA,US-xKZ,39.1008,-96.5631,GRA
0.6025,0.267094445600166,127.462423808005,0.0418371710074669,1.525,1.75,285.255451396771,0.1493675483267128,0.18220803910918001,CRO,US-Tw3,38.1152,-121.6469,CRO
0.6168750000000001,0.10806286511778751,14.614010156451648,0.0360362588214837,1.4000000375,1.9,80.91490124988,0.057532814677118405,0.07699830501687974,ENF,CA-Man,55.8796,-98.4808,ENF
0.50875,0.1643936218277445,50.1652508875073,0.0225278547953211,1.2,1.0,158.74239765625,0.14939780023450655,0.12786460654159182,GRA,US-xWD,47.1282,-99.2414,GRA
0.9,0.30599784714747,66.3100093236057,0.0374623110728472,5.2000003,5.5,193.342631319444,0.056742122415384864,0.05772755628800388,DBF,US-UMd,45.5625,-84.6975,DBF
0.585,0.163333110474371,42.2822655052286,0.0153863187648427,1.6,1.55,178.3881328125,0.10481244671781778,0.10868295026324912,SAV,US-xSJ,37.1088,-119.7323,SAV
0.64,0.221032553075667,50.9621257270042,0.0264446604761046,1.475,1.5,138.28574786817,0.14321967818538794,0.14869191898775105,WET,US-Ivo,68.4865,-155.7503,WET
0.355,0.0795,32.22727418492,0.0318219398443184,0.975,1.15,138.661484375,0.07036946446961892,0.0838216734242536,ENF,US-Me6,44.3233,-121.6078,ENF
0.57,0.149383475609756,64.3423442574243,0.0233977245558077,1.6,1.825,237.50080979625,0.08302958952404926,0.09338808047978754,WSA,AU-How,-12.4943,131.1523,WSA
0.29916666666666647,0.13389849172074247,65.18983991641885,0.02873081897334025,0.628125,0.5625,149.41273183603948,0.22620724056684144,0.2060846523157543,SAV,SD-Dem,13.2829,30.4783,SAV
0.75125,0.2983054571630305,71.74848700449644,0.0490884709128281,3.6750000875,5.425,157.318267968493,0.05959473099000954,0.08505126567806671,DBF,DE-Hai,51.0792,10.4522,DBF
0.48375,0.165581310667716,67.08882740616025,0.04276088852302795,1.2250000125,1.5125,201.95705859374652,0.10674761444836794,0.14022282369435793,DBF,IT-CA1,42.3804,12.0266,DBF
0.7875,0.189562215113954,21.9529617370699,0.0436291064270559,2.55000015,3.925,95.6237025375,0.04736876478383368,0.07126365277784286,mid_EBF,IT-Cp2,41.7043,12.3573,mid_EBF
0.6837500000000001,0.30852559688936,141.31673538934098,0.055768095527996955,1.9687501,3.25625,312.229130208129,0.09509110833341723,0.14882455120282334,CRO,US-Ne3,41.1797,-96.4397,CRO
0.89,0.32079167911328554,81.9881069771438,0.0351332690705148,4.9000001,5.475,233.40635067968748,0.05921860651253484,0.06313720685914373,DBF,US-UMB,45.5598,-84.7138,DBF
0.2125,0.0661098237503612,29.2909579142336,0.0148827417240857,0.3,0.4,67.9715291666667,0.14013574660633474,0.169880226789511,OSH,US-xNQ,40.1776,-112.4524,OSH
0.88125,0.326125714285714,101.440107712354,0.0358319733209601,4.900000225,5.1,273.26333357268,0.06539703826779537,0.06542964152741852,DBF,US-Oho,41.5545,-83.8438,DBF
0.505,0.1398160847409915,26.9090000612308,0.0297468229449332,1.26666666666667,1.025,100.48193186625,0.1265120552145399,0.11169034305634207,WET,US-BZB,64.6955,-148.3208,WET
0.303125,0.1084267916115015,57.22747307379875,0.05386462828836425,0.65625,0.69375,171.28509837693798,0.153830826766644,0.17005733370522036,GRA,US-A32,36.8193,-97.8198,GRA
0.72,0.258611379310345,159.896460081034,0.0332854782701077,2.5,1.5625,449.0808875,0.16491603412679123,0.10467355923427965,CRO,US-Tw2,38.0969,-121.6365,CRO
0.14,0.051802165742294654,20.42180130489465,0.0329074404616064,0.225,0.3,57.90445494482885,0.18285299342196085,0.21305179949738334,SAV,US-Wjs,34.4255,-105.8615,SAV
0.55,0.127267355982275,42.2192034293033,0.0223378392785817,1.4,1.225,218.012,0.08858688957325123,0.0847574783224413,ENF,US-xRM,40.2759,-105.5459,ENF
0.5974999999999999,0.229391118955998,95.69235527701966,0.03028455421461625,1.68125,2.175,258.957261015625,0.10530007083456758,0.1311065086824905,GRA,US-ARc,35.5465,-98.04,GRA
0.575,0.188763044475011,95.0484234504428,0.0371189011670926,1.65,2.3,310.703364431702,0.09375077708556526,0.11958234631103264,CRO,US-CF2,46.784,-117.0908,CRO
0.54,0.165284477356878,55.0464184108879,0.0319785188872509,1.4125000875,1.275,163.9417578125,0.13146161259235467,0.11830934708433577,GRA,US-xKA,39.1104,-96.6129,GRA
0.465,0.131144580620452,26.609986376413,0.0304911854846894,1.2,1.425,102.576459375,0.09171297724386393,0.11262039603960416,ENF,US-xSB,29.6893,-81.9934,ENF
0.47,0.12790759923752598,15.13353361149325,0.049394158010547154,0.95625,1.3375,55.632684791666705,0.09061078909620676,0.13038776906030308,ENF,FI-Var,67.7549,29.61,ENF
0.4725,0.18156256123570652,114.3058562316955,0.024755925674506497,1.1,1.7,290.412565097995,0.10453649091973323,0.16615181838285545,GRA,US-Sne,38.0369,-121.7547,GRA
0.55625,0.181724727272727,57.8211628604304,0.0456223477623559,1.7000001,4.025,172.13398125,0.049716829531511096,0.100437119654479,MF,US-xDL,32.5417,-87.8039,MF
0.29,0.074015936154041,33.924700883477,0.0185565735889454,0.6,0.5,118.59321375,0.14263329911019834,0.1369158462134978,GRA,AU-TTE,-22.287,133.64,GRA
0.659375,0.1964768884125315,50.68365199925835,0.02315169773400645,1.54375001875,1.84375,161.3517835174105,0.1058845216874673,0.12220422577888326,OSH,US-EML,63.8784,-149.2536,OSH
0.65,0.29055137745964355,80.6648611341634,0.0420223888976409,2.012500075,3.19375,184.877658375,0.08993437499651082,0.136210629962765,WET,CZ-wet,49.0247,14.7704,WET
0.51,0.134427724505836,62.05415247602805,0.02065921545187505,1.3625000374999998,1.4625,242.610178905,0.09998707355548284,0.09534180474556425,SAV,AU-Dry,-15.2588,132.3706,SAV
0.6775,0.133179339622642,24.8406449206007,0.0447321952344251,1.94166666666667,2.425,122.85159791652,0.05789247663721303,0.0708547763377925,ENF,IT-Ren,46.5869,11.4337,ENF
0.56,0.139553126469205,21.5801764566735,0.0362816270861563,1.55,2.7375,87.46495625019,0.05590511047851422,0.09278292851500812,ENF,US-Prr,65.1237,-147.4876,ENF
0.62375,0.1939644026655915,122.944621510418,0.020828526578721702,2.2250000500000002,1.8,344.45894293125,0.10621719202081883,0.11065449147965097,GRA,AU-DaP,-14.0633,131.3181,GRA
0.6075,0.11078061021626301,9.943669352815235,0.04914502723759685,1.075,1.025,53.156124218816245,0.10129662176533545,0.09740058203755897,ENF,FR-LBr,44.7171,-0.7693,ENF
0.85375,0.209123944530046,50.5610525731483,0.0337676959414381,3.7,4.7,169.923641145833,0.049668053376091516,0.06084681947196413,ENF,US-xAB,45.7624,-122.3303,ENF
0.716130952380952,0.2105673339983795,52.91005476690795,0.03895252850296635,2.4000001,4.45,176.280816783854,0.048785483229841706,0.08210608985862539,ENF,CA-TP3,42.7068,-80.3483,ENF
0.59,0.1286757841225625,16.20607523530115,0.02305947388364315,1.27500005,1.24375,74.44453854176501,0.10758888690375842,0.10288758788786093,ENF,DE-Lkb,49.0996,13.3047,ENF
0.13599173553719002,0.04309425866234905,14.04419942882385,0.0416400714339238,0.21404958677685948,0.3,43.28921921875,0.12291452408812692,0.17846878474017613,CSH,US-Rls,43.1439,-116.7356,CSH
0.266875,0.08318687290962701,13.85977596014375,0.03338117466967675,0.6,1.025,41.1424177083333,0.08034402175212449,0.11814020409957254,GRA,US-xCL,33.4012,-97.57,GRA
0.68,0.141566745283019,21.7217422587478,0.043500750661217,1.925,2.65,107.74710069475,0.05205648102225974,0.07201338996485074,ENF,NL-Loo,52.1666,5.7436,ENF
0.41,0.139406657788778,44.76763240423275,0.06424586655315656,0.825,0.8,116.2801888362815,0.1810495550560191,0.1843538547652837,CRO,US-Mo1,39.2298,-92.1167,CRO
0.47875,0.1246761073774155,24.018973507743098,0.01594689076202425,0.7625,0.83125,92.10049765625,0.1521368907408691,0.16150339426271856,WET,US-xBA,71.2824,-156.6194,WET
0.62,0.251137742674194,48.4269508878406,0.041949737130676054,1.679166666666665,2.39375,127.28615721123148,0.11220441819799683,0.15069391472804144,GRA,IT-MBo,46.0147,11.0458,GRA
0.6475,0.17087834819769598,32.8261380447922,0.02209306984910675,1.400000025,1.25625,125.83693166625,0.13944945580096493,0.11322068222462105,WET,RU-Che,68.613,161.3414,WET
0.76,0.284046340858348,145.937863194518,0.029395693112767,2.8,3.8,394.295760673646,0.07385825244430345,0.10150047225328764,CRO,CA-MA2,50.171,-97.8762,CRO
0.7012499999999999,0.2786806833604115,75.765914573674,0.034352869889899953,2.6250000125,2.9416666666666647,198.590386458204,0.0950575655619719,0.10377410519805952,GRA,PA-SPs,9.3138,-79.6314,GRA
0.72,0.33205195297566903,135.45953491138602,0.0428206195448167,2.2125000000000004,3.21875,278.7363686643205,0.10135261285127767,0.15134689859699366,CRO,US-Mo3,39.2311,-92.1497,CRO
0.52,0.179289357880557,82.9854610273946,0.0618419205441329,1.3,1.625,238.54466291682,0.12768949655537884,0.13998257326365726,CRO,IT-BCi,40.5237,14.9574,CRO
0.58,0.184029448144624,93.603453553254,0.0340017237540464,1.6,2.1,293.883441281909,0.09651523563480921,0.1188359902377294,CRO,US-CF3,46.7551,-117.1261,CRO
0.8925,0.226698530440868,37.5120326324202,0.0476316577541004,5.8000002,5.1,155.83333333304,0.044209819355000755,0.039294031457007265,ENF,AR-Vir,-28.2395,-56.1886,ENF
0.6875,0.2773797702276505,124.2689805412905,0.051134503560938696,2.200000025,2.7,302.470572684375,0.105701872405855,0.12790744579452407,CRO,CA-ER1,43.6405,-80.4123,CRO
0.36,0.133697663022993,52.3006253103655,0.0356305714141458,0.9,1.45,142.985825520716,0.09331600569675716,0.13211695464597298,ENF,US-GBT,41.3658,-106.2397,ENF
0.375,0.0984440552016985,17.7143015325945,0.0399080141325157,0.675,1.275,64.5761640625,0.07721102368760667,0.1415135734072023,ENF,US-xDJ,63.8811,-145.7514,ENF
0.8525,0.306127529411765,105.156129522978,0.0301176158464021,4.75,5.2,287.28940625,0.061617762249827505,0.0715632821453128,DBF,US-xUK,39.0404,-95.1921,DBF
0.8125,0.307291937581274,70.6229130550162,0.0368049074170036,4.1,5.45,186.695165625,0.059259825671903785,0.07784716327851829,MF,US-xUN,46.2339,-89.5373,MF
0.635,0.220483446540881,120.467622077346,0.0291445143341967,2.100000075,1.7875,341.20758793875,0.12293062821997658,0.10056603773584884,WET,US-Myb,38.0499,-121.765,WET
0.6825,0.2030726080504225,45.46513599067545,0.032459367505408204,1.3750000625,1.5812499999999998,152.2950957306075,0.12945057894662826,0.14462592010710656,CRO,IT-CA2,42.3772,12.026,CRO
0.3975,0.128697004160888,26.678253510617,0.0548427105047544,0.9,0.9625,91.026636875,0.12310787508086775,0.14671134677141975,ENF,CA-TP1,42.6609,-80.5595,ENF
0.27,0.081727569741141,42.0011165966753,0.03832783577299,0.525,0.9,138.058391617708,0.09966458480947032,0.14620001599488167,SAV,US-LS2,31.5659,-110.1344,SAV
